Order Date,Customer ID,Product,Unit Price,Quantity,Coupon Code,City
01/06/2023,CUST1113,Smartphone,1308.76,2,N/A,Toronto
12/20/2023,CUST1114,Monitor,96.39,5,,Montreal
07/18/2023,CUST1115,Keyboard,189.05,4,N/A,Vancouver
03/15/2023,CUST1116,Smartphone,1470.16,1,SAVE10,Ottawa
09/13/2023,CUST1117,Keyboard,639.51,2,,Montreal
08/10/2023,CUST1118,Monitor,305.59,3,,Toronto
08/18/2023,CUST1119,Keyboard,1155.73,3,SAVE20,Toronto
03/18/2023,CUST1120,Laptop,1116.43,3,SAVE20,Montreal
04/03/2023,CUST1121,Laptop,995.71,3,SAVE10,Ottawa
11/12/2023,CUST1122,Laptop,772.47,3,SAVE10,Toronto
02/18/2023,CUST1123,Smartphone,66.39,4,SAVE20,Toronto
05/22/2023,CUST1124,Smartphone,1146.62,5,,Montreal
07/06/2023,CUST1125,Laptop,421.41,5,,Toronto
11/11/2023,CUST1126,Laptop,1440.28,5,,Toronto
07/21/2023,CUST1127,Laptop,490.15,5,,Calgary
12/09/2023,CUST1128,Headphones,1302.34,1,,Toronto
10/30/2023,CUST1129,Headphones,842.38,4,,Ottawa
09/01/2023,CUST1130,Monitor,1274.09,5,,Montreal
11/28/2023,CUST1131,Laptop,1023.85,5,SAVE10,Vancouver
08/21/2023,CUST1132,Headphones,354.65,1,,Calgary
10/21/2023,CUST1133,Keyboard,1022.97,3,N/A,Montreal
11/29/2023,CUST1134,Keyboard,1168.58,1,,Vancouver
01/07/2023,CUST1135,Keyboard,1177.51,1,,Montreal
03/05/2023,CUST1136,Headphones,1345.35,4,N/A,Ottawa
02/10/2023,CUST1137,Laptop,320.74,4,SAVE20,Montreal
12/01/2023,CUST1138,Smartphone,382.24,4,SAVE10,Montreal
12/06/2023,CUST1139,Smartphone,1138.75,1,SAVE10,Ottawa
11/22/2023,CUST1140,Monitor,769.98,5,SAVE10,Toronto
10/29/2023,CUST1141,Laptop,586.61,1,SAVE10,Vancouver
04/04/2023,CUST1142,Monitor,434.18,1,SAVE10,Toronto
01/21/2023,CUST1143,Smartphone,233.07,3,N/A,Toronto
01/05/2023,CUST1144,Laptop,1344.96,4,N/A,Montreal
02/22/2023,CUST1145,Laptop,296.74,5,SAVE10,Toronto
07/29/2023,CUST1146,Laptop,515.08,3,SAVE20,Vancouver
08/25/2023,CUST1147,Smartphone,187.68,1,SAVE10,Vancouver
08/20/2023,CUST1148,Headphones,1269.27,2,,Ottawa
08/19/2023,CUST1149,Smartphone,476.3,5,SAVE20,Calgary
12/01/2023,CUST1150,Laptop,450.44,2,N/A,Vancouver
05/31/2023,CUST1151,Headphones,1413.42,2,SAVE10,Ottawa
07/04/2023,CUST1152,Headphones,795.9,1,N/A,Toronto
12/02/2023,CUST1153,Monitor,335.89,4,,Vancouver
11/16/2023,CUST1154,Keyboard,823.68,1,N/A,Vancouver
03/09/2023,CUST1155,Laptop,806.85,1,SAVE10,Ottawa
03/27/2023,CUST1156,Laptop,1064.96,1,N/A,Ottawa
08/30/2023,CUST1157,Headphones,1255.46,3,SAVE20,Toronto
10/13/2023,CUST1158,Monitor,1319.65,2,SAVE20,Toronto
04/13/2023,CUST1159,Smartphone,1443.86,4,N/A,Vancouver
12/10/2023,CUST1160,Headphones,800.49,5,N/A,Toronto
12/15/2023,CUST1161,Keyboard,73.49,1,SAVE10,Ottawa
12/23/2023,CUST1162,Laptop,1145.48,5,,Vancouver
11/06/2023,CUST1163,Smartphone,1365.64,4,SAVE10,Calgary
01/02/2023,CUST1164,Headphones,749.3,5,N/A,Ottawa
03/27/2023,CUST1165,Keyboard,748.13,3,,Calgary
03/27/2023,CUST1166,Monitor,1357.59,1,SAVE10,Montreal
03/30/2023,CUST1167,Headphones,401.48,1,SAVE10,Vancouver
01/27/2023,CUST1168,Headphones,338.83,5,SAVE10,Ottawa
05/06/2023,CUST1169,Keyboard,668.29,2,N/A,Vancouver
11/09/2023,CUST1170,Keyboard,510.38,5,N/A,Vancouver
10/13/2023,CUST1171,Headphones,159.53,4,,Montreal
01/15/2023,CUST1172,Laptop,222.32,1,,Toronto
09/27/2023,CUST1173,Monitor,603.75,1,,Toronto
05/13/2023,CUST1174,Monitor,895.22,5,,Toronto
09/03/2023,CUST1175,Keyboard,169.89,5,,Toronto
07/22/2023,CUST1176,Headphones,661.79,3,,Toronto
01/14/2023,CUST1177,Monitor,1410.94,4,SAVE20,Toronto
06/26/2023,CUST1178,Keyboard,75.71,2,N/A,Ottawa
06/07/2023,CUST1179,Keyboard,491.32,4,SAVE10,Montreal
09/16/2023,CUST1180,Laptop,909.79,5,N/A,Vancouver
02/19/2023,CUST1181,Keyboard,633.8,2,,Calgary
09/05/2023,CUST1182,Laptop,882.59,5,,Vancouver
10/08/2023,CUST1183,Laptop,265.81,3,,Montreal
04/20/2023,CUST1184,Smartphone,1434.98,1,,Toronto
08/16/2023,CUST1185,Keyboard,693.9,5,SAVE20,Ottawa
07/08/2023,CUST1186,Monitor,1358.31,5,N/A,Vancouver
11/26/2023,CUST1187,Keyboard,1016.92,4,N/A,Toronto
10/28/2023,CUST1188,Headphones,1234.55,3,N/A,Toronto
03/23/2023,CUST1189,Headphones,399.42,4,SAVE10,Toronto
06/04/2023,CUST1190,Headphones,1279.13,5,N/A,Montreal
01/09/2023,CUST1191,Headphones,394.84,1,,Ottawa
08/14/2023,CUST1192,Keyboard,629.91,3,,Vancouver
12/15/2023,CUST1193,Keyboard,1047.75,3,,Montreal
08/04/2023,CUST1194,Laptop,1061.02,3,SAVE10,Calgary
03/06/2023,CUST1195,Laptop,1080.27,1,N/A,Calgary
05/02/2023,CUST1196,Monitor,1109.63,4,SAVE10,Montreal
10/04/2023,CUST1197,Monitor,405.65,5,SAVE20,Montreal
04/23/2023,CUST1198,Monitor,106.87,4,SAVE10,Toronto
12/28/2023,CUST1199,Smartphone,707.85,3,SAVE10,Vancouver
12/29/2023,CUST1200,Monitor,1298.6,3,SAVE20,Vancouver
07/01/2023,CUST1201,Headphones,435.48,4,,Ottawa
09/17/2023,CUST1202,Monitor,688.44,5,,Ottawa
06/29/2023,CUST1203,Smartphone,543.3,1,,Ottawa
12/28/2023,CUST1204,Smartphone,1222.87,3,,Ottawa
05/06/2023,CUST1205,Smartphone,729.14,4,SAVE10,Ottawa
11/03/2023,CUST1206,Headphones,606.48,4,,Calgary
10/20/2023,CUST1207,Headphones,685.7,4,,Montreal
04/03/2023,CUST1208,Keyboard,1292.87,3,,Vancouver
05/14/2023,CUST1209,Laptop,1140.75,2,SAVE20,Montreal
04/09/2023,CUST1210,Monitor,517.38,3,SAVE10,Toronto
04/10/2023,CUST1211,Monitor,461.76,1,,Calgary
07/07/2023,CUST1212,Headphones,1140.85,2,,Toronto
04/22/2023,CUST1213,Laptop,813.17,3,N/A,Ottawa
06/23/2023,CUST1214,Laptop,507.4,5,,Vancouver
02/21/2023,CUST1215,Laptop,688.76,1,,Calgary
08/21/2023,CUST1216,Keyboard,1071.76,5,,Ottawa
04/22/2023,CUST1217,Laptop,600.38,4,,Montreal
12/21/2023,CUST1218,Keyboard,1478.77,5,SAVE20,Ottawa
07/01/2023,CUST1219,Headphones,893.69,3,SAVE10,Ottawa
05/08/2023,CUST1220,Smartphone,604.82,4,SAVE10,Ottawa
08/09/2023,CUST1221,Monitor,1479.56,2,SAVE10,Calgary
06/26/2023,CUST1222,Monitor,382.06,2,,Vancouver
04/22/2023,CUST1223,Smartphone,1077.21,2,,Calgary
11/29/2023,CUST1224,Laptop,972.83,3,N/A,Vancouver
07/01/2023,CUST1225,Headphones,751.68,1,SAVE20,Toronto
11/30/2023,CUST1226,Keyboard,1364.64,2,SAVE20,Calgary
09/08/2023,CUST1227,Headphones,1348.92,1,SAVE10,Toronto
06/02/2023,CUST1228,Keyboard,1132.75,2,,Ottawa
08/17/2023,CUST1229,Keyboard,775.84,1,,Ottawa
06/22/2023,CUST1230,Keyboard,1373.23,4,SAVE10,Toronto
12/10/2023,CUST1231,Keyboard,747.7,3,,Montreal
11/08/2023,CUST1232,Headphones,791.4,1,N/A,Toronto
02/14/2023,CUST1233,Keyboard,650.83,3,SAVE20,Calgary
06/05/2023,CUST1234,Monitor,611.36,2,SAVE10,Ottawa
09/13/2023,CUST1235,Keyboard,130.46,3,,Toronto
05/07/2023,CUST1236,Monitor,650.37,2,,Calgary
06/02/2023,CUST1237,Monitor,808.76,3,SAVE10,Ottawa
03/05/2023,CUST1238,Monitor,1368.19,5,SAVE20,Montreal
09/29/2023,CUST1239,Headphones,979.94,1,SAVE20,Calgary
03/26/2023,CUST1240,Headphones,1416.93,5,SAVE20,Ottawa
03/05/2023,CUST1241,Keyboard,79.89,1,SAVE10,Vancouver
06/18/2023,CUST1242,Keyboard,170.91,5,,Toronto
12/12/2023,CUST1243,Smartphone,90.01,2,,Calgary
06/19/2023,CUST1244,Smartphone,1370.15,2,SAVE10,Vancouver
01/24/2023,CUST1245,Headphones,1141.66,2,,Toronto
11/04/2023,CUST1246,Keyboard,745.44,5,N/A,Montreal
01/30/2023,CUST1247,Headphones,621.5,2,,Toronto
10/20/2023,CUST1248,Laptop,738.99,2,SAVE10,Calgary
02/04/2023,CUST1249,Laptop,848.76,2,,Toronto
12/30/2023,CUST1250,Monitor,470.42,1,SAVE20,Toronto
09/14/2023,CUST1251,Smartphone,556.53,3,N/A,Ottawa
04/05/2023,CUST1252,Laptop,55.69,4,SAVE10,Ottawa
01/03/2023,CUST1253,Monitor,618.77,1,,Toronto
09/04/2023,CUST1254,Monitor,1160.11,5,,Toronto
11/12/2023,CUST1255,Laptop,327.47,4,SAVE10,Ottawa
04/21/2023,CUST1256,Headphones,600.61,5,,Ottawa
09/14/2023,CUST1257,Monitor,756.18,5,,Ottawa
05/19/2023,CUST1258,Laptop,535.12,2,SAVE20,Ottawa
01/01/2024,CUST1259,Headphones,884.2,4,,Montreal
10/14/2023,CUST1260,Headphones,1095.83,5,SAVE20,Vancouver
01/10/2023,CUST1261,Keyboard,114.31,5,SAVE20,Calgary
05/14/2023,CUST1262,Laptop,309.29,2,N/A,Ottawa
02/09/2023,CUST1263,Headphones,819.24,5,,Ottawa
10/01/2023,CUST1264,Monitor,1027.62,5,,Calgary
07/09/2023,CUST1265,Laptop,1427.72,4,,Montreal
08/14/2023,CUST1266,Keyboard,621.91,2,SAVE10,Vancouver
04/06/2023,CUST1267,Monitor,993.55,5,,Montreal
03/15/2023,CUST1268,Smartphone,414.13,1,N/A,Montreal
12/25/2023,CUST1269,Monitor,1067.43,3,SAVE20,Calgary
05/11/2023,CUST1270,Headphones,1425.55,3,SAVE10,Calgary
06/14/2023,CUST1271,Monitor,1398.7,2,N/A,Calgary
04/29/2023,CUST1272,Keyboard,1471.8,2,SAVE10,Montreal
12/24/2023,CUST1273,Smartphone,388.67,5,SAVE20,Montreal
03/19/2023,CUST1274,Keyboard,457.59,1,SAVE20,Vancouver
01/07/2023,CUST1275,Headphones,199.64,4,SAVE20,Montreal
09/26/2023,CUST1276,Monitor,174.85,3,SAVE20,Ottawa
08/24/2023,CUST1277,Headphones,78.5,5,SAVE10,Toronto
01/19/2023,CUST1278,Monitor,108.22,4,SAVE20,Toronto
04/27/2023,CUST1279,Monitor,1385.17,2,N/A,Ottawa
06/25/2023,CUST1280,Keyboard,87.78,2,SAVE20,Vancouver
10/06/2023,CUST1281,Monitor,289.2,2,,Toronto
02/22/2023,CUST1282,Keyboard,625.18,5,,Vancouver
08/02/2023,CUST1283,Headphones,779.1,3,SAVE20,Toronto
09/02/2023,CUST1284,Keyboard,627.64,4,SAVE20,Calgary
04/30/2023,CUST1285,Smartphone,716.08,4,,Ottawa
04/21/2023,CUST1286,Laptop,528.18,3,,Toronto
05/09/2023,CUST1287,Headphones,798.05,4,SAVE20,Toronto
05/31/2023,CUST1288,Smartphone,100.8,1,,Calgary
07/03/2023,CUST1289,Laptop,565.58,5,SAVE20,Calgary
07/19/2023,CUST1290,Headphones,1009.29,1,SAVE10,Calgary
02/02/2023,CUST1291,Laptop,542.14,3,SAVE20,Vancouver
09/24/2023,CUST1292,Keyboard,654.58,3,SAVE10,Calgary
05/10/2023,CUST1293,Keyboard,453.54,1,SAVE20,Ottawa
07/30/2023,CUST1294,Keyboard,773.75,3,SAVE10,Toronto
12/01/2023,CUST1295,Monitor,1464.29,2,SAVE10,Vancouver
02/10/2023,CUST1296,Laptop,1169.3,1,SAVE20,Calgary
08/23/2023,CUST1297,Laptop,1317.58,4,SAVE10,Montreal
10/04/2023,CUST1298,Smartphone,1186.14,3,SAVE10,Ottawa
04/23/2023,CUST1299,Keyboard,803.0,2,SAVE10,Vancouver
01/17/2023,CUST1300,Monitor,1014.03,2,SAVE10,Ottawa
05/29/2023,CUST1301,Keyboard,112.87,5,,Montreal
08/02/2023,CUST1302,Headphones,54.97,3,SAVE20,Calgary
06/01/2023,CUST1303,Smartphone,757.74,4,,Toronto
12/18/2023,CUST1304,Headphones,944.45,3,N/A,Vancouver
12/09/2023,CUST1305,Keyboard,1007.45,5,N/A,Toronto
06/14/2023,CUST1306,Laptop,279.59,3,N/A,Calgary
03/13/2023,CUST1307,Headphones,1463.58,1,SAVE10,Montreal
02/20/2023,CUST1308,Smartphone,314.55,1,,Ottawa
11/11/2023,CUST1309,Monitor,1437.46,1,SAVE20,Vancouver
05/02/2023,CUST1310,Monitor,50.03,4,SAVE20,Ottawa
10/10/2023,CUST1311,Keyboard,1069.26,5,SAVE10,Vancouver
04/10/2023,CUST1312,Headphones,923.24,1,SAVE20,Ottawa
03/15/2023,CUST1313,Monitor,526.1,2,SAVE20,Toronto
02/07/2023,CUST1314,Keyboard,509.39,3,SAVE10,Vancouver
09/21/2023,CUST1315,Keyboard,1348.55,3,SAVE20,Ottawa
01/12/2023,CUST1316,Laptop,633.1,3,SAVE20,Montreal
10/06/2023,CUST1317,Keyboard,107.61,5,,Montreal
07/05/2023,CUST1318,Laptop,222.71,4,SAVE10,Calgary
07/26/2023,CUST1319,Monitor,1071.91,5,N/A,Toronto
07/23/2023,CUST1320,Laptop,393.71,5,SAVE20,Montreal
10/25/2023,CUST1321,Keyboard,1186.58,2,SAVE20,Toronto
05/06/2023,CUST1322,Headphones,1452.16,5,SAVE10,Toronto
11/12/2023,CUST1323,Headphones,589.94,2,,Toronto
12/29/2023,CUST1324,Monitor,700.37,3,,Toronto
10/23/2023,CUST1325,Monitor,330.7,3,N/A,Montreal
07/21/2023,CUST1326,Smartphone,1451.13,3,SAVE20,Toronto
09/03/2023,CUST1327,Smartphone,1444.86,2,,Montreal
03/16/2023,CUST1328,Monitor,574.42,5,,Calgary
04/03/2023,CUST1329,Keyboard,758.9,5,,Toronto
08/31/2023,CUST1330,Keyboard,1199.54,4,,Montreal
03/31/2023,CUST1331,Headphones,962.49,1,SAVE20,Toronto
10/17/2023,CUST1332,Laptop,870.78,1,,Toronto
04/06/2023,CUST1333,Laptop,219.87,2,N/A,Vancouver
10/10/2023,CUST1334,Laptop,614.42,1,,Montreal
09/01/2023,CUST1335,Laptop,1161.35,3,SAVE20,Toronto
05/02/2023,CUST1336,Monitor,171.78,1,N/A,Toronto
09/21/2023,CUST1337,Smartphone,1221.84,1,,Vancouver
02/07/2023,CUST1338,Monitor,148.23,5,,Calgary
06/22/2023,CUST1339,Smartphone,858.2,1,,Toronto
09/21/2023,CUST1340,Keyboard,841.39,1,N/A,Vancouver
04/02/2023,CUST1341,Headphones,124.94,1,,Toronto
03/26/2023,CUST1342,Smartphone,307.3,3,,Montreal
02/18/2023,CUST1343,Monitor,282.74,2,SAVE10,Toronto
11/29/2023,CUST1344,Keyboard,847.76,1,SAVE10,Calgary
05/05/2023,CUST1345,Keyboard,1432.92,1,N/A,Toronto
04/10/2023,CUST1346,Smartphone,692.22,4,SAVE10,Toronto
07/17/2023,CUST1347,Smartphone,1037.51,2,N/A,Montreal
06/21/2023,CUST1348,Smartphone,1014.72,4,SAVE10,Calgary
08/12/2023,CUST1349,Monitor,1280.22,1,N/A,Vancouver
10/25/2023,CUST1350,Laptop,1131.4,2,,Ottawa
12/25/2023,CUST1351,Headphones,1210.93,1,SAVE20,Vancouver
02/14/2023,CUST1352,Laptop,164.74,1,SAVE10,Toronto
01/13/2023,CUST1353,Laptop,691.18,5,N/A,Montreal
09/15/2023,CUST1354,Keyboard,1139.54,3,SAVE20,Toronto
11/25/2023,CUST1355,Monitor,1009.13,4,SAVE20,Montreal
07/20/2023,CUST1356,Keyboard,874.96,2,,Ottawa
08/28/2023,CUST1357,Headphones,587.44,3,N/A,Ottawa
06/01/2023,CUST1358,Laptop,1375.4,2,,Montreal
12/21/2023,CUST1359,Laptop,655.55,2,N/A,Calgary
05/31/2023,CUST1360,Smartphone,433.56,3,,Calgary
08/31/2023,CUST1361,Laptop,302.11,3,SAVE10,Calgary
12/16/2023,CUST1362,Keyboard,1462.05,3,SAVE10,Vancouver
01/31/2023,CUST1363,Headphones,877.64,4,SAVE10,Ottawa
05/10/2023,CUST1364,Keyboard,765.05,1,SAVE20,Montreal
06/06/2023,CUST1365,Monitor,1311.72,5,,Vancouver
07/17/2023,CUST1366,Headphones,397.36,4,SAVE20,Montreal
09/14/2023,CUST1367,Keyboard,1468.55,2,SAVE10,Ottawa
06/13/2023,CUST1368,Keyboard,1243.71,2,SAVE20,Vancouver
12/19/2023,CUST1369,Keyboard,77.56,5,,Ottawa
02/11/2023,CUST1370,Headphones,214.08,5,,Montreal
05/17/2023,CUST1371,Smartphone,103.0,5,SAVE10,Ottawa
12/05/2023,CUST1372,Laptop,1003.55,2,SAVE10,Vancouver
07/03/2023,CUST1373,Headphones,264.59,5,,Toronto
02/26/2023,CUST1374,Laptop,608.28,5,SAVE10,Calgary
05/28/2023,CUST1375,Headphones,504.8,1,N/A,Calgary
07/15/2023,CUST1376,Headphones,928.43,4,,Toronto
09/14/2023,CUST1377,Keyboard,118.52,2,N/A,Vancouver
07/27/2023,CUST1378,Headphones,397.68,5,SAVE10,Ottawa
01/09/2023,CUST1379,Headphones,1320.4,3,SAVE20,Vancouver
12/30/2023,CUST1380,Headphones,744.37,2,SAVE10,Calgary
10/11/2023,CUST1381,Headphones,1450.54,5,,Toronto
11/30/2023,CUST1382,Monitor,1133.91,2,SAVE10,Ottawa
04/18/2023,CUST1383,Smartphone,1361.37,3,SAVE10,Toronto
05/02/2023,CUST1384,Smartphone,1298.05,3,,Montreal
09/21/2023,CUST1385,Smartphone,784.57,5,N/A,Calgary
06/28/2023,CUST1386,Monitor,1474.04,3,,Vancouver
07/18/2023,CUST1387,Smartphone,644.02,1,,Calgary
03/31/2023,CUST1388,Keyboard,1386.29,3,,Ottawa
06/09/2023,CUST1389,Monitor,1327.21,5,,Toronto
07/01/2023,CUST1390,Laptop,535.35,4,,Vancouver
07/06/2023,CUST1391,Headphones,1066.8,1,,Ottawa
05/27/2023,CUST1392,Monitor,1255.2,3,SAVE20,Montreal
12/24/2023,CUST1393,Smartphone,496.49,5,N/A,Vancouver
01/17/2023,CUST1394,Laptop,337.04,5,SAVE10,Montreal
09/28/2023,CUST1395,Smartphone,726.9,5,,Calgary
10/01/2023,CUST1396,Laptop,739.97,2,N/A,Vancouver
07/11/2023,CUST1397,Laptop,76.75,2,SAVE20,Montreal
04/01/2023,CUST1398,Laptop,690.44,1,SAVE20,Calgary
01/16/2023,CUST1399,Monitor,711.24,5,SAVE10,Vancouver
07/23/2023,CUST1400,Smartphone,1405.02,4,,Vancouver
02/10/2023,CUST1401,Keyboard,185.09,5,N/A,Ottawa
08/29/2023,CUST1402,Smartphone,463.42,3,SAVE10,Calgary
08/17/2023,CUST1403,Smartphone,300.47,2,SAVE20,Calgary
10/22/2023,CUST1404,Headphones,534.95,1,SAVE20,Vancouver
02/03/2023,CUST1405,Laptop,278.1,3,,Toronto
07/22/2023,CUST1406,Monitor,159.96,3,SAVE20,Vancouver
01/28/2023,CUST1407,Smartphone,1322.88,1,SAVE20,Toronto
12/01/2023,CUST1408,Headphones,471.2,3,SAVE10,Vancouver
12/07/2023,CUST1409,Monitor,1417.38,4,SAVE20,Montreal
